Location,WindGustDir,WindDir9am,WindDir3pm,RainToday
PerthAirport,E,E,SE,No
PerthAirport,ESE,ESE,ESE,No
PerthAirport,E,ENE,ESE,No
PerthAirport,ENE,ENE,E,No
PerthAirport,ENE,NE,ENE,No
PerthAirport,NNE,NNE,NE,No
PerthAirport,NE,NNE,NNE,No
PerthAirport,NE,NE,NE,No
PerthAirport,NNE,NNE,NNE,No
PerthAirport,NNE,N,N,Yes
PerthAirport,WSW,NNE,WNW,Yes
PerthAirport,W,NNE,WSW,Yes
PerthAirport,WNW,NNE,NNW,No
PerthAirport,WSW,N,WSW,No
PerthAirport,SW,W,WSW,Yes
PerthAirport,SSW,SSW,SW,Yes
PerthAirport,SE,N,S,No
PerthAirport,NE,ENE,NNE,No
PerthAirport,NW,NNE,NW,No
PerthAirport,NNW,N,NNW,No
PerthAirport,NE,NE,N,No
PerthAirport,N,NNE,N,No
PerthAirport,N,NNE,NNE,Yes
PerthAirport,WNW,ENE,SSE,Yes
PerthAirport,WSW,N,NNW,Yes
PerthAirport,NW,N,W,Yes
PerthAirport,SW,WNW,SW,Yes
PerthAirport,S,NNE,SSW,Yes
PerthAirport,SE,NNW,ESE,No
PerthAirport,S,NW,SW,No
PerthAirport,E,NE,E,No
PerthAirport,ESE,E,E,No
PerthAirport,SE,E,ESE,No
PerthAirport,E,ENE,ESE,No
PerthAirport,ENE,ENE,ENE,Yes
PerthAirport,ENE,ENE,E,Yes
PerthAirport,ENE,NE,N,No
PerthAirport,N,ENE,N,No
PerthAirport,SW,N,WSW,Yes
PerthAirport,W,SSW,S,Yes
PerthAirport,E,ENE,ENE,No
PerthAirport,E,ENE,E,No
PerthAirport,NE,NNE,NNE,No
PerthAirport,NW,NNE,WNW,No
PerthAirport,W,NE,NNE,Yes
PerthAirport,NNW,NNE,N,Yes
PerthAirport,NE,NE,NW,Yes
PerthAirport,NNE,NE,NNE,No
PerthAirport,NNW,NE,NNE,No
PerthAirport,SSW,NE,WSW,Yes
PerthAirport,NW,N,N,No
PerthAirport,WNW,WNW,W,Yes
PerthAirport,WSW,W,NW,Yes
PerthAirport,NW,NE,NW,Yes
PerthAirport,WNW,W,WSW,Yes
PerthAirport,WNW,N,WNW,Yes
PerthAirport,WSW,NW,WNW,Yes
PerthAirport,WSW,WSW,SW,Yes
PerthAirport,SE,NE,S,Yes
PerthAirport,E,ENE,NE,No
PerthAirport,NNE,NE,NNE,No
PerthAirport,N,N,W,Yes
PerthAirport,WSW,N,W,No
PerthAirport,SSW,NE,SW,Yes
PerthAirport,E,ENE,W,No
PerthAirport,ENE,NE,ENE,No
PerthAirport,ENE,ENE,NNE,No
PerthAirport,NNW,NNE,N,No
PerthAirport,NW,W,W,Yes
PerthAirport,WNW,N,NW,Yes
PerthAirport,SW,WSW,WSW,Yes
PerthAirport,NW,NNE,W,No
PerthAirport,N,ENE,NNE,No
PerthAirport,NNE,NE,NNE,No
PerthAirport,NW,N,NW,No
PerthAirport,WNW,NNE,NNW,No
PerthAirport,NW,WSW,WSW,Yes
PerthAirport,NW,NNE,NW,No
PerthAirport,SW,SE,SW,Yes
PerthAirport,WSW,NE,NNW,No
PerthAirport,W,ENE,SW,No
PerthAirport,SW,NE,WSW,No
PerthAirport,ENE,NE,W,No
PerthAirport,ENE,E,ENE,No
PerthAirport,W,NNE,WSW,No
PerthAirport,W,N,WSW,Yes
PerthAirport,NW,NNE,NW,No
PerthAirport,SW,S,SW,Yes
PerthAirport,WNW,NNE,NW,Yes
PerthAirport,WSW,N,WSW,Yes
PerthAirport,SW,NNE,SW,No
PerthAirport,SW,SSE,S,No
PerthAirport,ESE,SSE,E,No
PerthAirport,E,E,ESE,No
PerthAirport,E,E,E,No
PerthAirport,E,ENE,N,No
PerthAirport,NNE,NE,NE,No
PerthAirport,NW,N,W,No
PerthAirport,W,NE,WSW,No
PerthAirport,NNE,NE,W,No
PerthAirport,WSW,N,WSW,No
PerthAirport,NW,N,WNW,Yes
PerthAirport,WNW,N,NW,Yes
PerthAirport,SW,WSW,WSW,Yes
PerthAirport,WSW,SW,WSW,Yes
PerthAirport,NW,NNE,WNW,No
PerthAirport,W,NNW,W,Yes
PerthAirport,S,ENE,E,Yes
PerthAirport,W,NE,SW,No
PerthAirport,WSW,SSW,SSW,No
PerthAirport,W,N,W,No
PerthAirport,SW,SW,SW,Yes
PerthAirport,WSW,W,S,Yes
PerthAirport,SW,N,SW,Yes
PerthAirport,ESE,N,NW,No
PerthAirport,ENE,ENE,E,No
PerthAirport,E,ENE,N,No
PerthAirport,SW,N,W,No
PerthAirport,SW,S,S,No
PerthAirport,SW,SSW,SW,No
PerthAirport,WSW,NNE,WSW,No
PerthAirport,W,NNE,SW,No
PerthAirport,W,SSW,W,No
PerthAirport,WSW,NE,WSW,No
PerthAirport,E,E,ESE,No
PerthAirport,E,ENE,SSE,No
PerthAirport,WSW,NE,W,No
PerthAirport,SSW,S,WSW,No
PerthAirport,WNW,W,SW,No
PerthAirport,WSW,NNW,WSW,No
PerthAirport,ENE,NE,ENE,No
PerthAirport,ENE,NE,W,No
PerthAirport,SW,WSW,WSW,No
PerthAirport,SSW,SW,WSW,Yes
PerthAirport,SW,SSE,SSE,Yes
PerthAirport,E,E,E,No
PerthAirport,E,NE,NNW,No
PerthAirport,NE,ESE,SW,No
PerthAirport,E,SE,ESE,Yes
PerthAirport,E,ENE,E,No
PerthAirport,E,S,NNW,Yes
PerthAirport,W,NE,NNW,No
PerthAirport,WSW,W,W,Yes
PerthAirport,E,ESE,SE,No
PerthAirport,E,ENE,ESE,No
PerthAirport,E,E,ESE,No
PerthAirport,ESE,E,E,No
PerthAirport,E,E,ENE,No
PerthAirport,N,NE,ENE,No
PerthAirport,NNW,N,WSW,Yes
PerthAirport,WSW,WSW,WSW,Yes
PerthAirport,NW,NNW,NW,No
PerthAirport,WNW,W,W,Yes
PerthAirport,NW,WNW,NW,Yes
PerthAirport,SW,W,WSW,Yes
PerthAirport,WSW,NNE,W,Yes
PerthAirport,WSW,WNW,WSW,No
PerthAirport,WSW,E,SW,No
PerthAirport,SW,SSW,WSW,No
PerthAirport,SW,W,WSW,No
PerthAirport,W,WSW,WSW,No
PerthAirport,WSW,ESE,SW,No
PerthAirport,WSW,W,W,No
PerthAirport,NW,NW,NW,No
PerthAirport,SW,SSE,SW,Yes
PerthAirport,SW,ESE,SW,No
PerthAirport,S,E,SW,No
PerthAirport,E,E,W,No
PerthAirport,E,ENE,NE,No
PerthAirport,NE,NNE,N,No
PerthAirport,N,NNE,WNW,No
PerthAirport,WSW,WNW,WSW,No
PerthAirport,SSW,S,SW,No
PerthAirport,WSW,E,WSW,No
PerthAirport,SW,SSW,WSW,No
PerthAirport,E,SSE,SSE,Yes
PerthAirport,E,ENE,ESE,No
PerthAirport,E,ENE,ENE,No
PerthAirport,E,ENE,E,No
PerthAirport,E,ENE,ENE,No
PerthAirport,NNE,ENE,SW,No
PerthAirport,E,E,SW,No
PerthAirport,SE,S,S,No
PerthAirport,SW,E,SSE,No
PerthAirport,E,E,E,No
PerthAirport,E,E,SSE,No
PerthAirport,SE,E,SSE,No
PerthAirport,SSE,S,SSE,Yes
PerthAirport,ESE,SE,ESE,No
PerthAirport,SE,E,ESE,No
PerthAirport,ENE,E,SW,No
PerthAirport,ENE,NE,WSW,No
PerthAirport,SW,SSW,WSW,No
PerthAirport,SW,SE,SW,No
PerthAirport,SW,E,SW,No
PerthAirport,SSW,SSW,SW,No
PerthAirport,SW,SSW,SSW,No
PerthAirport,SSW,SSW,SW,No
PerthAirport,E,E,SE,No
PerthAirport,ESE,E,SSE,No
PerthAirport,E,E,ESE,No
PerthAirport,E,ENE,E,No
PerthAirport,ENE,NE,E,No
PerthAirport,ENE,NE,WNW,No
PerthAirport,WSW,N,WSW,No
PerthAirport,WSW,S,W,No
PerthAirport,SE,SE,SSE,No
PerthAirport,SSW,E,SSW,No
PerthAirport,E,ESE,ESE,No
PerthAirport,E,ENE,E,Yes
PerthAirport,WNW,NNW,WNW,No
PerthAirport,WSW,WSW,WSW,No
PerthAirport,SW,S,WSW,No
PerthAirport,SW,SE,SW,No
PerthAirport,E,E,SW,No
PerthAirport,E,E,E,No
PerthAirport,E,ENE,E,No
PerthAirport,E,ENE,E,No
PerthAirport,E,E,ENE,No
PerthAirport,NE,ENE,ENE,No
PerthAirport,WSW,NNE,WSW,No
PerthAirport,SW,S,SW,No
PerthAirport,E,ESE,SSE,No
PerthAirport,E,ENE,ENE,No
PerthAirport,SW,N,WSW,No
PerthAirport,SE,SSE,ESE,Yes
PerthAirport,W,NNE,W,Yes
PerthAirport,WSW,W,SW,No
PerthAirport,E,SE,ENE,No
PerthAirport,ESE,E,ESE,No
PerthAirport,ENE,NE,E,No
PerthAirport,NNW,NE,ENE,No
PerthAirport,NE,ENE,NNW,Yes
PerthAirport,E,NE,WSW,No
PerthAirport,ESE,SE,ESE,No
PerthAirport,E,E,E,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,E,NNE,WSW,No
PerthAirport,SE,SSW,SSE,Yes
PerthAirport,E,SSE,SSE,Yes
PerthAirport,S,SSE,SW,No
PerthAirport,E,E,ESE,No
PerthAirport,E,ENE,SSE,No
PerthAirport,E,ENE,ESE,No
PerthAirport,E,ENE,ENE,No
PerthAirport,E,ENE,SE,No
PerthAirport,ENE,ENE,NNW,No
PerthAirport,W,NNW,WNW,No
PerthAirport,WSW,SSW,W,No
PerthAirport,W,ENE,WSW,No
PerthAirport,W,S,WSW,No
PerthAirport,SW,SE,WSW,No
PerthAirport,SW,SSW,SW,No
PerthAirport,WSW,SSW,WSW,No
PerthAirport,E,ESE,SW,No
PerthAirport,E,ENE,S,No
PerthAirport,E,E,SE,No
PerthAirport,SSW,ENE,W,No
PerthAirport,WSW,SSW,W,No
PerthAirport,SW,NW,WSW,No
PerthAirport,SW,SSE,SW,No
PerthAirport,SW,SE,SW,No
PerthAirport,SW,SSE,S,No
PerthAirport,ESE,ESE,SSE,No
PerthAirport,E,E,E,No
PerthAirport,E,E,E,No
PerthAirport,E,ENE,E,No
PerthAirport,E,ENE,E,No
PerthAirport,E,NE,SE,No
PerthAirport,N,NE,WSW,No
PerthAirport,N,NE,WSW,No
PerthAirport,NE,NNE,NNE,No
PerthAirport,SSW,S,WSW,No
PerthAirport,ESE,ESE,SE,No
PerthAirport,ENE,ENE,NNE,No
PerthAirport,NNW,NNE,WSW,No
PerthAirport,E,ENE,SE,No
PerthAirport,W,NE,W,No
PerthAirport,E,SSE,SE,No
PerthAirport,ENE,ENE,SE,No
PerthAirport,ESE,ESE,E,No
PerthAirport,ENE,E,ENE,No
PerthAirport,NNE,E,ENE,No
PerthAirport,ESE,ENE,SE,No
PerthAirport,SW,S,WSW,No
PerthAirport,SSE,S,SE,No
PerthAirport,E,E,E,No
PerthAirport,E,E,ESE,No
PerthAirport,ENE,ENE,E,No
PerthAirport,NE,ENE,NNE,No
PerthAirport,SSW,E,WSW,No
PerthAirport,SW,SSW,SW,No
PerthAirport,SW,SSW,WSW,No
PerthAirport,ESE,ESE,E,No
PerthAirport,ENE,ENE,SW,No
PerthAirport,SW,S,SW,No
PerthAirport,SSW,ENE,W,No
PerthAirport,WNW,N,WNW,No
PerthAirport,NW,WNW,NW,No
PerthAirport,WNW,WNW,WNW,Yes
PerthAirport,WNW,WNW,WNW,No
PerthAirport,SW,S,SSW,Yes
PerthAirport,E,ENE,ENE,No
PerthAirport,ENE,ENE,SSE,No
PerthAirport,E,ENE,WNW,No
PerthAirport,W,NNE,W,No
PerthAirport,NNE,NNE,NNE,No
PerthAirport,NNE,NNE,WSW,No
PerthAirport,SSW,ESE,SSW,No
PerthAirport,SW,S,SW,No
PerthAirport,WSW,N,W,No
PerthAirport,WSW,NE,W,No
PerthAirport,ENE,NE,SW,Yes
PerthAirport,S,N,SSW,No
PerthAirport,SSW,NNE,SSW,No
PerthAirport,ESE,NNW,WSW,No
PerthAirport,E,ENE,ESE,No
PerthAirport,E,ENE,NE,No
PerthAirport,NE,ENE,N,No
PerthAirport,E,ENE,ENE,No
PerthAirport,NW,ENE,NW,No
PerthAirport,WSW,NNE,W,Yes
PerthAirport,SSW,S,SW,Yes
PerthAirport,E,ENE,E,No
PerthAirport,E,NNE,ENE,No
PerthAirport,NE,N,WNW,No
PerthAirport,NE,NNE,NE,Yes
PerthAirport,NNW,ENE,WSW,Yes
PerthAirport,SW,WSW,SSW,Yes
PerthAirport,NW,N,NW,Yes
PerthAirport,WSW,WSW,WSW,Yes
PerthAirport,NNE,ENE,NNW,No
PerthAirport,SSW,ESE,SSW,Yes
PerthAirport,E,ENE,SE,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,SW,N,WSW,No
PerthAirport,WSW,NNW,SW,No
PerthAirport,S,NE,SSE,No
PerthAirport,S,ENE,SSW,No
PerthAirport,ENE,NE,WSW,No
PerthAirport,ENE,NE,ESE,No
PerthAirport,ENE,NE,E,No
PerthAirport,S,ENE,SSE,No
PerthAirport,S,NW,SSW,No
PerthAirport,SSW,N,S,No
PerthAirport,E,E,ESE,No
PerthAirport,ENE,ENE,NNE,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,NE,ENE,SE,No
PerthAirport,NE,ENE,ENE,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,N,NE,NNE,No
PerthAirport,NNE,NNE,WNW,No
PerthAirport,NW,NNE,NNW,No
PerthAirport,SE,SSW,S,Yes
PerthAirport,ENE,ENE,E,No
PerthAirport,NE,NE,ENE,No
PerthAirport,NE,NE,ENE,No
PerthAirport,NE,NE,NE,No
PerthAirport,NE,NE,NE,No
PerthAirport,N,N,N,Yes
PerthAirport,SSW,NE,NE,Yes
PerthAirport,NE,NE,NNE,No
PerthAirport,NNE,NNE,W,Yes
PerthAirport,WNW,NW,WSW,Yes
PerthAirport,WSW,NW,NNW,Yes
PerthAirport,WSW,S,S,Yes
PerthAirport,W,NNE,WNW,No
PerthAirport,S,NNE,SW,Yes
PerthAirport,NE,NNW,WNW,Yes
PerthAirport,W,N,NW,Yes
PerthAirport,N,NNE,NNW,No
PerthAirport,WSW,N,SW,Yes
PerthAirport,SSW,NNE,W,Yes
PerthAirport,SE,SSE,SSE,Yes
PerthAirport,ENE,NNE,E,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,NNE,ENE,ENE,No
PerthAirport,NNE,E,NE,No
PerthAirport,N,N,N,No
PerthAirport,WSW,NNW,WSW,Yes
PerthAirport,SW,NNE,SSW,Yes
PerthAirport,ENE,NE,SW,Yes
PerthAirport,N,NNE,NNW,No
PerthAirport,N,NE,N,No
PerthAirport,NE,NE,NNE,No
PerthAirport,ENE,NE,NE,No
PerthAirport,NE,NE,NNE,No
PerthAirport,N,NE,NNW,No
PerthAirport,NW,NNE,WNW,No
PerthAirport,W,NE,WSW,Yes
PerthAirport,SE,SSE,SSE,No
PerthAirport,NE,NE,NE,No
PerthAirport,NE,NE,N,Yes
PerthAirport,SSE,SSE,SSE,Yes
PerthAirport,SSW,N,SSW,No
PerthAirport,WSW,N,W,No
PerthAirport,WNW,NNE,W,No
PerthAirport,SSW,N,S,No
PerthAirport,WSW,NE,E,No
PerthAirport,ENE,NE,ENE,No
PerthAirport,ENE,ENE,E,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,NE,ENE,NNE,No
PerthAirport,S,N,WNW,No
PerthAirport,SSE,S,S,No
PerthAirport,S,NE,S,No
PerthAirport,ENE,NE,NNW,No
PerthAirport,NE,NE,ENE,No
PerthAirport,NNE,ENE,NE,No
PerthAirport,N,NNE,N,No
PerthAirport,SW,NNE,SW,Yes
PerthAirport,WSW,NW,WSW,Yes
PerthAirport,WNW,NNE,WNW,Yes
PerthAirport,WNW,NNE,WSW,Yes
PerthAirport,NW,NNE,W,Yes
PerthAirport,NNW,NE,WNW,No
PerthAirport,NNW,N,NW,No
PerthAirport,SW,WNW,WSW,Yes
PerthAirport,ENE,NE,SW,Yes
PerthAirport,ENE,ENE,N,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,ENE,NE,WNW,No
PerthAirport,SW,N,WNW,No
PerthAirport,WSW,ESE,W,Yes
PerthAirport,WSW,NE,W,No
PerthAirport,SW,ESE,SSW,Yes
PerthAirport,ENE,ENE,ENE,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,WSW,N,S,No
PerthAirport,WSW,ENE,NW,No
PerthAirport,W,NW,WSW,Yes
PerthAirport,SW,SSW,SSW,Yes
PerthAirport,W,N,W,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,E,ENE,NNE,No
PerthAirport,WSW,NNE,WSW,No
PerthAirport,SW,N,NNE,No
PerthAirport,WSW,WNW,SW,Yes
PerthAirport,WSW,NNE,W,Yes
PerthAirport,N,ENE,NNE,No
PerthAirport,NW,NNE,NW,No
PerthAirport,SW,NNE,WSW,No
PerthAirport,WNW,NNE,WNW,No
PerthAirport,NW,N,NNW,No
PerthAirport,WSW,WSW,WSW,Yes
PerthAirport,SW,NNE,WSW,Yes
PerthAirport,S,SSE,SSE,Yes
PerthAirport,ENE,ENE,E,No
PerthAirport,NNE,NE,NNE,No
PerthAirport,NW,NNE,NW,No
PerthAirport,NW,N,WNW,No
PerthAirport,W,SW,WSW,No
PerthAirport,SSW,SSE,SE,No
PerthAirport,E,E,E,No
PerthAirport,SSW,NE,WSW,No
PerthAirport,E,E,E,No
PerthAirport,E,NNE,NW,No
PerthAirport,W,WNW,W,Yes
PerthAirport,WNW,NE,W,No
PerthAirport,W,WNW,WNW,Yes
PerthAirport,NW,NNW,NW,Yes
PerthAirport,WSW,SW,SW,Yes
PerthAirport,NE,ENE,E,No
PerthAirport,WNW,NNW,WSW,No
PerthAirport,WNW,W,W,Yes
PerthAirport,WSW,WNW,W,Yes
PerthAirport,SW,SW,SW,Yes
PerthAirport,SW,ENE,WSW,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,NNE,NNE,NNE,No
PerthAirport,NW,N,NW,No
PerthAirport,W,WSW,WSW,Yes
PerthAirport,S,N,SSW,Yes
PerthAirport,E,E,ENE,No
PerthAirport,E,ENE,W,No
PerthAirport,SW,N,SSW,No
PerthAirport,S,SSE,SW,Yes
PerthAirport,ESE,ENE,SE,No
PerthAirport,ESE,E,ENE,No
PerthAirport,NE,NE,ENE,No
PerthAirport,WNW,N,WNW,No
PerthAirport,NW,WNW,W,No
PerthAirport,WSW,WSW,SW,Yes
PerthAirport,W,N,W,Yes
PerthAirport,SW,E,SSW,No
PerthAirport,W,SSW,WSW,No
PerthAirport,WSW,S,SW,No
PerthAirport,WSW,WSW,W,No
PerthAirport,ENE,E,E,No
PerthAirport,ENE,N,WNW,No
PerthAirport,WSW,ENE,WSW,Yes
PerthAirport,SW,S,SW,No
PerthAirport,E,E,SE,No
PerthAirport,E,ENE,ESE,No
PerthAirport,E,ENE,E,No
PerthAirport,ENE,NE,ESE,No
PerthAirport,WNW,NNE,WSW,No
PerthAirport,WSW,WNW,WSW,No
PerthAirport,SSW,S,SSW,No
PerthAirport,E,E,E,No
PerthAirport,E,ENE,E,No
PerthAirport,NW,WNW,WNW,No
PerthAirport,NW,NNW,NNW,No
PerthAirport,W,W,W,Yes
PerthAirport,WSW,WSW,WSW,Yes
PerthAirport,WSW,WSW,W,No
PerthAirport,W,SW,SW,No
PerthAirport,E,E,WSW,No
PerthAirport,W,NNE,WSW,No
PerthAirport,SSW,S,SSW,No
PerthAirport,SW,SSW,SW,No
PerthAirport,SW,E,SW,No
PerthAirport,SSW,ENE,SW,No
PerthAirport,ENE,NE,SW,No
PerthAirport,SW,WSW,SW,No
PerthAirport,SW,SSW,WSW,No
PerthAirport,SW,SE,SW,No
PerthAirport,ESE,E,ENE,No
PerthAirport,SW,NNW,W,No
PerthAirport,WSW,SW,SW,No
PerthAirport,SW,E,S,No
PerthAirport,SE,SSE,SW,Yes
PerthAirport,W,ENE,WSW,No
PerthAirport,NNW,WNW,WNW,No
PerthAirport,NW,N,NW,Yes
PerthAirport,WNW,WSW,W,Yes
PerthAirport,WSW,SW,SW,Yes
PerthAirport,NW,NW,WNW,No
PerthAirport,SW,WSW,WSW,No
PerthAirport,WSW,WSW,WSW,No
PerthAirport,WSW,SW,WSW,No
PerthAirport,E,E,SW,No
PerthAirport,N,NNE,NNE,No
PerthAirport,NE,ESE,ENE,Yes
PerthAirport,NE,E,WSW,No
PerthAirport,SW,SSW,SW,No
PerthAirport,SSW,SSE,SW,No
PerthAirport,E,ESE,WSW,No
PerthAirport,ENE,ENE,E,No
PerthAirport,E,ENE,ENE,No
PerthAirport,SSW,NE,NE,No
PerthAirport,ENE,NNW,W,No
PerthAirport,NNW,NNW,WNW,No
PerthAirport,SSW,SSW,SW,No
PerthAirport,E,E,ESE,No
PerthAirport,ESE,E,WNW,No
PerthAirport,WSW,NE,W,No
PerthAirport,E,SSE,SW,No
PerthAirport,E,E,SW,No
PerthAirport,SW,SW,SW,No
PerthAirport,SW,S,WSW,No
PerthAirport,E,E,WSW,No
PerthAirport,ENE,ENE,SW,No
PerthAirport,ESE,ESE,S,No
PerthAirport,ESE,E,ESE,No
PerthAirport,E,ENE,SW,No
PerthAirport,S,ENE,WSW,No
PerthAirport,ESE,ENE,E,No
PerthAirport,E,E,E,No
PerthAirport,W,NW,W,No
PerthAirport,WSW,N,W,No
PerthAirport,WSW,WNW,WSW,No
PerthAirport,WSW,N,SW,Yes
PerthAirport,SE,ESE,SW,No
PerthAirport,ESE,ENE,SE,No
PerthAirport,E,E,SSW,No
PerthAirport,E,ENE,E,No
PerthAirport,ENE,ENE,WNW,No
PerthAirport,SSW,ESE,SW,Yes
PerthAirport,SE,SE,SE,Yes
PerthAirport,E,ENE,E,No
PerthAirport,E,ENE,WSW,Yes
PerthAirport,E,SSE,E,No
PerthAirport,E,SE,WSW,No
PerthAirport,W,E,W,No
PerthAirport,SSW,N,W,No
PerthAirport,SSW,S,SW,No
PerthAirport,SSW,E,WSW,No
PerthAirport,SW,ESE,W,No
PerthAirport,SW,S,SW,No
PerthAirport,SW,S,WSW,No
PerthAirport,SW,S,SW,No
PerthAirport,SSW,S,S,Yes
PerthAirport,WSW,ESE,SSW,No
PerthAirport,E,ENE,S,No
PerthAirport,ENE,ENE,SW,No
PerthAirport,WSW,ENE,WSW,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,ENE,ENE,SSW,No
PerthAirport,E,E,NE,No
PerthAirport,ENE,ENE,NNE,No
PerthAirport,ENE,NE,WNW,No
PerthAirport,WSW,S,WSW,No
PerthAirport,SE,ESE,SE,No
PerthAirport,SE,E,E,No
PerthAirport,ENE,NE,W,No
PerthAirport,SW,SSE,WSW,No
PerthAirport,WSW,ESE,W,No
PerthAirport,SSE,NE,SSW,No
PerthAirport,ESE,ESE,E,No
PerthAirport,NNE,SSW,SE,Yes
PerthAirport,WSW,SSE,SSW,No
PerthAirport,W,NNE,SW,No
PerthAirport,WNW,E,W,No
PerthAirport,NE,ENE,WNW,No
PerthAirport,ENE,N,W,No
PerthAirport,SSW,ENE,W,No
PerthAirport,SW,S,SSW,No
PerthAirport,W,N,W,No
PerthAirport,WSW,NNE,SW,Yes
PerthAirport,W,NE,S,No
PerthAirport,ENE,ENE,ESE,No
PerthAirport,ENE,NE,SSE,No
PerthAirport,W,NNE,WSW,No
PerthAirport,SW,S,SSW,No
PerthAirport,SW,ENE,SW,No
PerthAirport,W,ENE,WSW,No
PerthAirport,NW,NNE,NNW,No
PerthAirport,NW,N,W,Yes
PerthAirport,S,S,SE,Yes
PerthAirport,E,E,ENE,No
PerthAirport,E,ENE,SSE,No
PerthAirport,SSW,NNE,WSW,No
PerthAirport,NNW,N,NNW,No
PerthAirport,WSW,N,N,Yes
PerthAirport,WNW,SW,NW,Yes
PerthAirport,WSW,ENE,W,Yes
PerthAirport,S,SE,S,Yes
PerthAirport,E,NNE,ESE,No
PerthAirport,NE,ENE,E,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,ENE,ENE,NNE,No
PerthAirport,N,NNE,N,No
PerthAirport,SW,NNE,WSW,Yes
PerthAirport,ENE,S,WSW,No
PerthAirport,N,NE,WNW,No
PerthAirport,E,NE,SE,Yes
PerthAirport,NE,NNE,NNE,No
PerthAirport,NNE,ENE,E,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,NE,ENE,NE,No
PerthAirport,NNW,NE,WNW,No
PerthAirport,WNW,N,WNW,No
PerthAirport,S,NE,S,Yes
PerthAirport,SW,SSW,SSW,Yes
PerthAirport,SE,SSW,SE,Yes
PerthAirport,E,S,E,No
PerthAirport,E,E,E,No
PerthAirport,NE,ENE,ENE,No
PerthAirport,WSW,NE,WSW,No
PerthAirport,SW,NNE,SW,No
PerthAirport,SW,NNE,WSW,No
PerthAirport,NNE,NNW,NE,No
PerthAirport,SW,N,WSW,No
PerthAirport,NW,N,NNW,No
PerthAirport,SE,E,ESE,Yes
PerthAirport,NE,ENE,ENE,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,NE,ENE,ENE,No
PerthAirport,ENE,ENE,ENE,No
PerthAirport,WNW,NE,W,No
PerthAirport,NE,NE,NE,No
PerthAirport,N,NE,NNE,No
PerthAirport,N,NNE,N,No
PerthAirport,NW,N,WNW,Yes
PerthAirport,ENE,NNE,NNW,No
PerthAirport,W,NNE,WNW,No
PerthAirport,WSW,NNE,SW,No
PerthAirport,N,NNE,N,No
PerthAirport,N,NNE,N,No
PerthAirport,N,NNE,WNW,No
PerthAirport,W,NNE,WSW,No
PerthAirport,SSW,NNE,SSW,Yes
PerthAirport,SSW,N,S,No
PerthAirport,NE,ENE,WNW,No
PerthAirport,E,ENE,SE,No
PerthAirport,ESE,NE,E,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,W,N,NNW,No
PerthAirport,ENE,NE,N,Yes
PerthAirport,NNE,NE,NE,No
PerthAirport,WSW,SSW,SW,Yes
PerthAirport,NW,NNE,NNW,No
PerthAirport,N,N,N,No
PerthAirport,NW,N,NW,No
PerthAirport,SW,N,W,Yes
PerthAirport,SSW,S,SSW,Yes
PerthAirport,ENE,E,ESE,No
PerthAirport,ENE,E,E,No
PerthAirport,NNE,NNE,NNE,No
PerthAirport,N,NNE,NNW,No
PerthAirport,W,WSW,W,Yes
PerthAirport,NNW,NNE,NNW,Yes
PerthAirport,WNW,NW,WNW,Yes
PerthAirport,W,WSW,SW,Yes
PerthAirport,WSW,NNE,W,Yes
PerthAirport,SW,NW,WSW,No
PerthAirport,NW,NW,W,No
PerthAirport,SW,NNE,WSW,Yes
PerthAirport,WNW,N,W,No
PerthAirport,SW,N,WSW,No
PerthAirport,ENE,NE,N,No
PerthAirport,NW,NNE,WNW,No
PerthAirport,WNW,NNE,WNW,Yes
PerthAirport,NNW,NNW,NW,Yes
PerthAirport,NNW,N,NNW,Yes
PerthAirport,SW,NW,WSW,Yes
PerthAirport,NW,NE,W,Yes
PerthAirport,W,N,WNW,Yes
PerthAirport,WSW,SW,WSW,Yes
PerthAirport,WNW,N,WNW,No
PerthAirport,W,W,SW,No
PerthAirport,WNW,NNE,W,Yes
PerthAirport,SW,WNW,SW,No
PerthAirport,WSW,WSW,W,Yes
PerthAirport,SW,NNW,W,Yes
PerthAirport,ENE,N,N,No
PerthAirport,ENE,ENE,SSE,No
PerthAirport,W,NNE,SW,No
PerthAirport,ENE,ENE,NE,No
PerthAirport,W,NE,W,No
PerthAirport,N,ENE,NNE,No
PerthAirport,SW,W,WSW,Yes
PerthAirport,NE,NNE,WSW,Yes
PerthAirport,WSW,NNE,WSW,Yes
PerthAirport,NW,N,NW,No
PerthAirport,NW,NW,WNW,Yes
PerthAirport,WNW,NW,NW,Yes
